Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
78950,"Little Men (Little Women, #2)",Louisa May Alcott,"Alcott, Louisa May","Justine Eyre, James Spanfeller","=""1406954365""","=""9781406954364""",0,3.88,Hard Press,Paperback,329,2006,1871,,2021/11/10,"to-read, modern-classics","to-read (#339), modern-classics (#62)",to-read,,,,0,0
1275409,The Boats of the 'Glen Carrig',William Hope Hodgson,"Hodgson, William Hope",,"=""1557423954""","=""9781557423955""",0,3.77,Wildside Press,Paperback,132,2005,1907,,2023/09/08,"to-read, weird-or-wildly-original, enlightenment-classics","to-read (#546), weird-or-wildly-original (#1), enlightenment-classics (#27)",to-read,,,,0,0
5659,The Wind in the Willows,Kenneth Grahame,"Grahame, Kenneth",Gillian Avery,"=""0143039091""","=""9780143039099""",0,4.02,Penguin Books,Paperback,197,2005,1908,,2019/12/22,"to-read, enlightenment-classics","to-read (#54), enlightenment-classics (#26)",to-read,,,,0,0
53061,Death in Venice,Thomas Mann,"Mann, Thomas","Michael Henry Heim, Michael Cunningham","=""0060576170""","=""9780060576172""",0,3.69,Ecco,Paperback,142,2005,1911,,2021/08/24,"to-read, modern-classics","to-read (#307), modern-classics (#61)",to-read,,,,0,0
25789,The Book of Five Rings,Miyamoto Musashi,"Musashi, Miyamoto",Thomas Cleary,"=""1590302486""","=""9781590302484""",0,3.95,Shambhala Pubns,Paperback,166,2005,1645,,2022/01/02,"to-read, non-western-fiction, philosophy, renaissance-classics","to-read (#382), non-western-fiction (#36), philosophy (#26), renaissance-classics (#11)",to-read,,,,0,0
93063,The White Company (Dover Literature: Historical Fiction),Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""0486437639""","=""9780486437637""",0,3.89,Dover Publications,Paperback,416,2004,1891,,2021/08/24,"to-read, historical-fiction, modern-classics","to-read (#737), historical-fiction (#24), modern-classics (#60)",to-read,,,,0,0
29641,The End of the Affair,Graham Greene,"Greene, Graham",Monica Ali,"=""""","=""""",0,3.90,Vintage Classics,Paperback,160,2004,1951,,2021/08/16,"to-read, modern-classics","to-read (#283), modern-classics (#59)",to-read,,,,0,0
28407,Germinal,Émile Zola,"Zola, Émile",Roger Pearson,"=""0140447423""","=""9780140447422""",0,4.20,Penguin Classics,Paperback,592,2004,1885,,2020/07/24,"to-read, enlightenment-classics","to-read (#147), enlightenment-classics (#24)",to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2021/08/24,"to-read, modern-classics","to-read (#303), modern-classics (#58)",to-read,,,,0,0
19089,Middlemarch,George Eliot,"Eliot, George",Michel Faber,"=""0451529170""","=""9780451529176""",0,4.03,Signet,Mass Market Paperback,912,2003,1872,,2021/08/24,"to-read, enlightenment-classics","to-read (#302), enlightenment-classics (#23)",to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",5,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,2023/10/05,2023/09/21,enlightenment-classics,enlightenment-classics (#22),read,"Is Dr Jekyll and Mr Hyde science fiction? I found myself wondering this as I read it. The plot centers around a speculative scientific breakthrough that enables the main character (I won’t call him the “hero”) to transform his body into an alternate body, complete with an alternate personality and sense of morality. Obviously no such drug existed in Victorian times; in fact no such drug exists today, so it’s still science fiction by our own standards.<br/><br/>I say that no such drug exists today but actually, in a broader sense, as far as altering one’s personality, you could definitely say that alcohol does that for people. Furthermore, one of the hallmark signs of addiction is that it causes the addict to do things that he is normally morally opposed to, things that cause him great moral distress.<br/><br/>I happen to know a lot about alcoholism. I’m not an alcoholic, but I am part of a rich twelve step tradition that points to Alcoholics Anonymous as its origin. So I’ve read a lot of the AA literature throughout the years; in fact I read the “big book”, Alcoholics Anonymous, on a regular ongoing basis as a spiritual discipline. <br/><br/>So reading Dr Jekyll and Mr Hyde was of great interest to me. People have theorized for a long time on whether he was writing an allegory about bipolar disorder or alcoholism or something else. I don’t think it’s necessarily an allegory, but I will say that I think RLS had some insight into how alcoholics think and behave and how the progression works. As Jekyll describes his back and forth journey into indulging more and more in this dark pleasure, I can’t help but see clear parallels. He even uses a metaphor for the way “a drunk” behaves…RSL may have been ahead of his time in understanding alcoholism.<br/><br/>What else is this book? It’s a thriller, it’s chilling, and it has a mystery unraveling aspect for the first two thirds of the short book. Of course if you already know how it ends there is no mystery, but it is still interesting to try to piece together some of the strange things Jekyll does, like sending a message to a friend asking him to break into Jekylls quarters alongside Jekylls servant and then take out a certain box and hold onto it until an associate of Jekyll comes and asks for it. Why would he do that? I enjoyed trying to tease that one out.<br/><br/>But I don’t think this story is primarily about the mystery. I think it’s primarily (to me) about compartmentalization, addiction, progression into insanity, and in a broader sense, it’s a scientific version of the Faustian Bargain that is one of the great themes of literature. For that alone this is a wonderful read. I heartily recommend it.<br/><br/>As for whether it’s science fiction, I would say yes. To me it is science fiction at the core because it does what science fiction uniquely does well; it shows how science can affect our humanity and gets us to ask chilling questions that grapple with that sense of perverseness, the Uncanny Valley, the demon in the mirror.",,,1,0
264,The Portrait of a Lady,Henry James,"James, Henry","Geoffrey Moore, Patricia Crick","=""0141439637""","=""9780141439631""",0,3.80,Penguin Classics,Paperback,797,2003,1881,,2021/02/22,"to-read, enlightenment-classics","to-read (#241), enlightenment-classics (#21)",to-read,,,,0,0
59142,Eugénie Grandet,Honoré de Balzac,"Balzac, Honoré de","Christopher Prendergast, Sylvia Raphael","=""019280474X""","=""9780192804747""",0,3.79,Oxford University Press,Paperback,240,2003,1833,,2021/08/24,"to-read, enlightenment-classics","to-read (#313), enlightenment-classics (#20)",to-read,,,,0,0
5797,Vanity Fair,William Makepeace Thackeray,"Thackeray, William Makepeace",John Carey,"=""0141439831""","=""9780141439839""",0,3.81,Penguin Books,Paperback,867,2003,1847,,2021/09/18,"to-read, enlightenment-classics","to-read (#329), enlightenment-classics (#19)",to-read,,,,0,0
15997,Paradise Lost,John Milton,"Milton, John",,"=""0140424393""","=""9780140424393""",0,3.85,Penguin Classics,Paperback,453,2003,1667,,2020/11/23,"to-read, enlightenment-classics","to-read (#202), enlightenment-classics (#18)",to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",4,4.15,Penguin,Paperback,532,2003,1846,,2019/04/23,"want-to-reread, enlightenment-classics","want-to-reread (#15), enlightenment-classics (#17)",read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.88,Penguin Books,Paperback,489,2003,1859,,2020/07/07,"to-read, historical-fiction, enlightenment-classics","to-read (#101), historical-fiction (#10), enlightenment-classics (#16)",to-read,,,,0,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",0,3.44,Penguin Books,Paperback,279,2002,1850,,2023/12/21,"to-read, enlightenment-classics","to-read (#624), enlightenment-classics (#15)",to-read,,,,0,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,2020/04/21,2019/12/22,"want-to-reread, modern-classics","want-to-reread (#20), modern-classics (#57)",read,"It would be absurd for me to give a star rating to such an eminent work when I know so little of the field in which Virginia Woolf was writing (in fact, inventing in many ways).<br/><br/>I can say it was very interesting to read and perhaps a good introduction to stream of consciousness.<br/><br/>For me, never having read a book that wasn't divided into chapters, it was disconcerting to not have those nice placeholders to anchor me. However that is not necessarily a problem with the book itself, and in fact, probably suits it.<br/><br/>It was difficult for me to understand what, exactly, was the point. But I also understand that writers like Virginia weren't writing to necessarily convey a precise ""point.""<br/><br/>The prose is beautiful and the characters are elucidated more and more from start to finish, which I take it was one of the author's main goals. As I understand it another goal was to focus on person experiences, which may contradict other people's experiences of the same thing, and I would say this mostly succeeded, although I would think that the point could better have been made if there were a few instances of more clear-cut facts that were seen as one thing by one person, and another by another. It may be that there were such facts, but if there were I did not see them.<br/><br/>It was a little difficult for me to fully imbibe in everything that was being communicated. I think as I get older, my attention span for reading is gradually getting wider, and it may be that when I revisit this in five or ten years, I am able to more fully understand the entire experience.<br/><br/>I feel as if this first reading, for me, was an introduction to something I will enjoy greatly with re-reading. I already enjoyed it somewhat and have a feel for some of the points and nuances, but only a few. I really look forward to reading this again and again to glean the depths.",,,1,0
141993,The Plays and Fragments,Menander,"Menander, Menander",Maurice Balme,"=""0192839837""","=""9780192839831""",4,3.56,Oxford University Press,Paperback,352,2002,-316,2024/01/22,2021/11/24,"history-of-lit, ancient-greek, plays","history-of-lit (#13), ancient-greek (#8), plays (#17)",read,"One thing I’ve learned from Greek plays: if someone is ever abandoned as an infant to die, they are always discovered by some shepherd and reared and come back later with some unique object that proves their identity. And they come back just at the right time to upset someone’s plans. Oh and before their identity is revealed, they fall in love with their sister. Gets you every time. Luke and Leia syndrome. Doh!<br/><br/>Menander is the greater Ancient Greek playwright you’ve never heard of. He was very prolific at about 100 plays or more, was considered the greatest of the comedic playwrights, and is the most frequently quoted playwright of the ancient world.<br/><br/>These plays are characterized by comedic turns, misunderstandings, and deceptions, usually in a very domestic setting, usually set outside two neighboring houses. There’s a lot of neighborly relationships (good and bad), weddings, and the like. <br/>Different bad actors are duly caricatured and mocked, they don’t get their way, everything ends happily, and a good time is had by all. Oftentimes the villain has a change of heart at the end.<br/><br/>The Bad Tempered Man<br/>This was funny. It’s about an old curmudgeonly fellow who wants everyone to get off his lawn, like, overly, comedically so. Everyone makes fun of him, kind of like “are you seeing this?” And then the guy falls into a well and gets rescued (albeit not before people have some talk about whether they should just leave him down there; joking/not-joking/but-no-really…). They haul him out of the well and he has a change of heart, realizing that we need each other (cue kumbaya). It’s basically A Christmas Carol. Quite funny though.<br/><br/>The Girl from Samos<br/>A man comes back from a long business trip to find out his son really wants to get married to his girlfriend, like, today... His son got the girl knocked up and she has had a baby. He tries to cover up the fact that they already had a baby and gets the servants to cover for him. The father has a (wife? Mistress?), Chrysis, who is from Samos…Samos was known for being a hotbed of prostitution. Chrysis got pregnant before her man left on this trip, and he had ordered her to lose the child. She miscarries, so problem solved. But then in order to cover for her step son having a child out of wedlock, she volunteers to take their child and take care of it. Her man thinks she disobeyed him but she claims that she just found the child in the wild. <br/><br/>So the son has his plan all in place…his stepmother is covering for him, so hopefully no one will find out that he got his girlfriend knocked up out of wedlock, so now if he can just convince his dad and father in law to let them get married right away, then the deed can be done before anyone is the wiser. (The girls father likewise starts off deceiver because he went on the long business trip with the boys father.)<br/><br/>Of course it backfires and they find out and it looks like all will be lost, but then there’s a reversal at the end and it ends happily. <br/><br/>None of this description conveys the comedic ways in which everything is delivered, but it is quite funny even in translation. <br/><br/>There are lots of well put saying as well; these plays are not as poetic as say Aeschylus, but there are lots of proverbial expressions that were coined by Menander and then quoted by others: in many ways he was a shaper of the culture.<br/><br/>There’s also a recurring theme throughout of these slaves getting put into terrible untenable situations, double binds through no fault of their own. I wonder if Menander was slyly pointing out how unfair and injust that slavery is? I’m not sure. But I get the feeling he may have been a forward thinker for his time.<br/><br/>The Arbitration <br/>A man is cross with his wife because when he comes home, he finds out from a slave that she got pregnant while he was gone and then gave birth. He feels ill used by his wife, goes and sleeps at a neighbor’s house and hires a prostitute to hang out with him. Meanwhile, a shepherd discovers a child that was left in the wilderness to die, complete with a ring. That shepherd is apprehended by the servant of the aforementioned man, who recognizes his master’s ring. The servant brings the child and the ring back to his master’s house but is afraid to tell him. Finally, the prostitute puts it all together and gets the man to admit that he took advantage of a woman at a recent festival. The prostitute recognizes the woman—she is the man’s very wife. The two are reconciled. It’s basically the plot of the Piña Colada song.<br/><br/>The prostitute also gets a happy ending because she gets pursued by the man’s friend that he’s been staying with, and can finally stop having to resort to prostitution to get by. Very nice.<br/><br/>The Shield<br/>A man goes off to war, hoping to come back with enough winnings so that his sister can have a good dowry. He goes with his faithful servant, but his servant comes back with a sad tale. He was separated from his master during a crucial battle. He found his masters bloated corpse with his shield next to it. He has come home with the shield alone, which his master spent so much time taking care of, but which failed to take care of him. <br/><br/>Of course, it’s revealed that his master didn’t actually die but got his gear mixed up with someone else, and because the corpses were swollen his servant couldn’t tell the difference. <br/><br/>His surprise return is instrumental in overturning the machinations of a dastardly neighbor Smikrenes (what a name) who wants to force a marriage upon a girl many years his junior just so he can get his greedy hands on that dowry. This would be particularly tragic since she was just about to marry a young man that she actually loves. Comedically, they trick Smikrenes into thinking that someone else has died and that his daughter (who has an even larger dowry) is up for grabs. At the end, both “dead” people are revealed to not be dead, the girl gets to marry who she pleases, and Smikrenes learns his lesson.<br/><br/>The rest of the plays have so many missing parts that the reconstructions of the plot are very speculative or not even possible.<br/><br/>Is this worth reading?<br/>I think so. You get a completely different view of Greek life, you can learn a lot about comedy, learn what day to day normal life was like, and also I found Menander championing slaves and prostitutes and other people who society deems “lesser” to be refreshing.<br/><br/>The main thing I’m sad about is that we don’t have more complete plays by him, which really detracts from this being as good as it could, though obviously that’s not due to any fault of the translators or anyone else.<br/><br/>Notes on scholarship<br/>Why have you never heard of Menander? Unlike the other great Greek playwrights he composed comedies, not tragedies, and this may be part of why he wasn’t held in as high regard—despite all of those quotations, he only won the title in the athenian drama festivals eight times out of those 100 plays. Nevertheless there is no denying his genius at composing comedic plots, at developing lively characters, and at crafting memorable lines. But you’ve never heard of him because unlike Sophocles or Euripides or Aeschylus, we don’t have a bunch of his surviving texts.<br/><br/>What we do have is one play that is almost complete and several plays that have large missing pieces and then tons of fragments and quotations. In recent years a lot more of his work has been discovered, and this text is the first time for much of the new discoveries to be captured in a solid translation and made accessible.<br/><br/>This book is organized helpfully, starting with the most complete plays and going from there with fragments at the end. I found the first few plays still pretty enjoyable because even when there are major pieces missing, the translator provides their best guess summary of what probably happened in that section based on inference, so the plot is still quite comprehensible. The fragments at the end are less interesting.",,,1,0
103104,Njal's Saga,Anonymous,"Anonymous, Anonymous",Robert Cook,"=""0140447695""","=""9780140447699""",0,3.94,Penguin Books,Paperback,384,2002,1270,,2020/01/05,"to-read, medieval-classics","to-read (#71), medieval-classics (#5)",to-read,,,,0,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Samuel Moore, Gareth Stedman Jones","=""0140447571""","=""9780140447576""",0,3.67,Penguin Books,Paperback,288,2002,1848,2022/12/21,2020/01/01,enlightenment-classics,enlightenment-classics (#14),read,"It's hard to know how to rate this. It is definitely an important thing to read. I have a better understanding of a lot of things now. This reads as a rallying call, especially the ending. There is also a very interesting section describing the communist party's relations to other political parties at the time. But probably the most interesting part is the beginning, the history of the world through the lens of class struggles. Marx is a master with words, and there are many passages that I noted to revisit and remember. He writes with grand, sweeping strokes that encompass huge areas. Sometimes this results in him seeming perhaps a bit too reductionist, but for the most part, somehow he gets away with it.<br/><br/>I think he was really onto something, but I disagree on one major point. He thought that the only possible solution for the unstable situation (where the bourgeoisie have power over the proletariat) was for the proletariat to get political power over the bourgeoisie. I think this is fundamentally too unstable. The bourgeoisie are, by definition, the proletariat's bosses. It doesn't work to be your boss's boss. Obviously, it also doesn't work for the bourgeoisie to have full power and the proletariat to starve, like what was happening across Europe in the 1840s. My theory is that the only stable solution is where the bourgeoisie and the proletariat share political power in a balance. And I think that if you look at the stable countries today--the ones that aren't dictatorships or oligarchies--they all have a mix of power being shared by these two classes.<br/><br/>There are no communist countries today, and perhaps never have or ever will be. The concept is fundamentally flawed in my opinion. The proletariat can't have all the political power for so many reasons. First, the bourgeoisie is naturally full of people who are good at managing, organizing, directing. That's how they got to be bourgeoisie. And they have experience on their side. The proletariat will never be able to compete in that area. Secondly, the bourgeoisie will never be content with not being in power because they are used to that. The best compromise can be to have them share their power, but to have them give it up completely? That's impossible to get them to agree to. And to simply completely do away with the bourgeoisie is also impossible. If you do get rid of them, then a new bourgeoisie rises up in their place, because someone has to manage. Marx advocated for centralizing power over capital in the state. In his model, the state simply becomes the new bourgeoisie. All of the bureaucrats that the state hires to run everything are now the new bourgeoisie and the same old problems arise. It just shuffles around the players.<br/><br/>Anyways. A totally different tact to take is to think about how to apply all of this to the modern world, which is quite a bit different from 180 years ago. In first world countries today, I don't know that the breakdown of proletariat and bourgeoisie really applies perfectly well to our society. I think our class system has gotten a lot more complex than that. And in some ways we have really gotten rid of a class system...but not entirely. I don't really have bandwidth to dive into trying to define such a system myself, but would be interested to read about it if anyone knows of a good model they have run across.",,,1,0
672875,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas Malory,"Malory, Thomas","Keith Baines, Robert Graves","=""0451528166""","=""9780451528162""",0,3.92,Signet Classics,Mass Market Paperback,512,2001,1485,,2020/11/30,"to-read, medieval-classics","to-read (#207), medieval-classics (#4)",to-read,,,,0,0
62772,I Am a Cat,Natsume Sōseki,"Sōseki, Natsume","Graeme Wilson, Aiko Ito","=""080483265X""","=""9780804832656""",0,3.68,Tuttle Publishing,Paperback,470,2001,1906,,2020/10/19,"to-read, non-western-fiction, modern-classics","to-read (#176), non-western-fiction (#39), modern-classics (#56)",to-read,,,,0,0
2932,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel",Virginia Woolf,"=""""","=""""",0,3.68,Modern Library,Hardcover,320,2001,1719,,2022/09/27,"to-read, modern-classics","to-read (#445), modern-classics (#55)",to-read,,,,0,0
34080,The Waste Land,T.S. Eliot,"Eliot, T.S.",Michael North,"=""0393974995""","=""9780393974997""",0,4.11,W.W. Norton & Company,Paperback,288,2001,1922,,2020/11/23,"to-read, modern-classics","to-read (#203), modern-classics (#53)",to-read,,,,0,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",5,3.91,Scholastic,Mass Market Paperback,172,2001,1903,,2020/11/13,"want-to-reread, modern-classics","want-to-reread (#2), modern-classics (#52)",read,,,,1,0
18839,Orlando,Virginia Woolf,"Woolf, Virginia","Sandra M. Gilbert, Brenda Lyons","=""0141184272""","=""9780141184272""",0,3.87,Modern Classics,Paperback,336,2000,1928,,2021/11/21,"to-read, modern-classics","to-read (#346), modern-classics (#50)",to-read,,,,0,0
172366,The Library of Babel,Jorge Luis Borges,"Borges, Jorge Luis","Erik Desmazieres, Andrew Hurley, Angela Giral","=""156792123X""","=""9781567921236""",0,4.31,David R Godine Pub,Hardcover,176,2000,1941,,2021/08/24,"to-read, modern-classics","to-read (#323), modern-classics (#49)",to-read,,,,0,0
87580,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,"Hogg, James",John Carey,"=""0192835904""","=""9780192835901""",0,3.68,Oxford University Press,Paperback,272,1999,1824,,2021/08/24,"weird-or-wildly-original, to-read, horror, enlightenment-classics","weird-or-wildly-original (#3), to-read (#727), horror (#5), enlightenment-classics (#13)",to-read,,,,0,0
17961,Collected Fictions,Jorge Luis Borges,"Borges, Jorge Luis",Andrew Hurley,"=""""","=""""",0,4.56,Penguin Classics,Paperback,565,1999,1998,,2021/08/24,"to-read, modern-classics","to-read (#321), modern-classics (#48)",to-read,,,,0,0
49540,Les Liaisons dangereuses,Pierre Choderlos de Laclos,"Laclos, Pierre Choderlos de",Douglas Parmée,"=""0192838679""","=""9780192838674""",0,4.05,Oxford University Press,Paperback,402,1999,1782,,2020/07/24,"to-read, enlightenment-classics","to-read (#148), enlightenment-classics (#12)",to-read,,,,0,0
620790,A Long Fatal Love Chase,Louisa May Alcott,"Alcott, Louisa May",,"=""0440223016""","=""9780440223016""",0,3.68,Dell,Mass Market Paperback,356,1996,1995,,2021/11/10,"to-read, modern-classics","to-read (#340), modern-classics (#47)",to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2020/11/09,"to-read, modern-classics","to-read (#180), modern-classics (#46)",to-read,,,,0,0
438078,Victory,Joseph Conrad,"Conrad, Joseph",Robert Hampson,"=""0140189785""","=""9780140189780""",0,3.84,Penguin Classics,Paperback,410,1995,1915,,2023/06/05,"to-read, enlightenment-classics","to-read (#525), enlightenment-classics (#11)",to-read,,,,0,0
1430767,King Arthur's Death: The Middle English Stanzaic Morte Arthur and Alliterative Morte Arthure (TEAMS Middle English Texts),Larry Dean Benson,"Benson, Larry Dean",Edward E. Foster,"=""1879288389""","=""9781879288386""",0,3.83,Medieval Institute Publications,Paperback,292,1994,1974,,2020/11/30,"to-read, medieval-classics","to-read (#209), medieval-classics (#3)",to-read,,,,0,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.74,Anchor Books,Paperback,215,1994,1958,,2020/11/10,"to-read, non-western-fiction, modern-classics","to-read (#182), non-western-fiction (#2), modern-classics (#45)",to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",5,4.17,Vintage Classics,Paperback,136,1994,1864,2019/07/06,2019/06/04,"want-to-reread, favorites, enlightenment-classics","want-to-reread (#6), favorites (#44), enlightenment-classics (#10)",read,"This book establishes a character type that has come to be used in much fiction, ""The Underground Man.""  I read a hypothesis that every society must necessarily produce underground men.  <br/><br/>I've read some disagreements but my understanding of this archetype is, based on my reading of the book: a man/woman who recognizes his depravity in all sorts of actions due to powers of introspection and a commitment to truth, and yet is very willful and unable to simply stop these behaviors, but does not simply ignore or rationalize these (he may sometimes do that but he has lucid moments frequently and these make him miserable).  As such he is inherently miserable.  <br/><br/>His main problem is his willfulness.  The first half of the book is the protagonist soliloquizing, not so much a story as an essay that includes examples from his life that are little snippets of stories.  He uses these examples to argue several points, some of which I think we are meant to not necessarily agree with--I think he is an unreliable narrator, and this becomes even more obvious in the second half of the book--but the main point that he makes in the first half of the book that I find powerful is the idea of willfulness.<br/><br/>Basically, human wilfullness is irrationally wanting to get our will even when it's against our self-interests (money, respect, power, food, sex, etc, the things we naturally want).  This observation tears down the idea that if we could only provide all of mankind's physical needs then the world would be a utopia.<br/><br/>The second half of the book, Appropos of Wet Snow, is a story out of his life that shows in more plain relief just how willfull, petty, selfish, the character is.  It also shows a lot of great insights into social status problems.<br/><br/>I loved this book, it was a quick read actually, surpisingly, and a great delve into character and questions of human nature.",,,1,0
385211,Work: A Story of Experience,Louisa May Alcott,"Alcott, Louisa May",Joy S. Kasson,"=""014039091X""","=""9780140390919""",0,3.73,Penguin Publishing Group,Paperback,344,1994,1873,,2021/11/10,"to-read, enlightenment-classics","to-read (#341), enlightenment-classics (#9)",to-read,,,,0,0
688826,The Life of Samuel Johnson,James Boswell,"Boswell, James",Claude Rawson,"=""0679417176""","=""9780679417170""",0,3.80,Everyman's Library,Hardcover,1344,1993,1790,,2022/01/23,"to-read, biography, enlightenment-classics","to-read (#389), biography (#31), enlightenment-classics (#8)",to-read,,,,0,0
156538,North and South,Elizabeth Gaskell,"Gaskell, Elizabeth",,"=""0140620192""","=""9780140620191""",4,4.15,Penguin Books,Paperback,521,1994,1855,2023/12/26,2021/05/24,"romance, enlightenment-classics","romance (#4), enlightenment-classics (#7)",read,"""Pride and Prejudice meets Communism!"" I've always found that description humorous and descriptive, although not necessarily super fair. Gaskell was a contemporary of Jane Austen and wrote about romance and high society. <br/><br/>As for the communism, it's halfway true. It’s more about the origin of the idea of the capital holding rich having for the first time a relationship with labor unions that isn’t completely antagonistic, that is a little bit more complementary. This makes the books political stance distinctly socialist; not communist, by the definitions set forth by Karl Marx.<br/><br/>The setting is Dickensian, a polluted city full of commerce and soot, with poor downtrodden workers struggling to survive. <br/><br/>Our heroine, Margaret, is unusually empathetic and a strong peacemaker. She’s one of favorite characters from any book I have read in this era. She is a newcomer from the country, new to an industrialized environment. The daughter of a parson, she is used to visiting the poor and doing as much good as she can to help people understand each other. She vaccilates between the world of the poor and the rich, between the workers who are striking for their rights, and the family of John Thornton, one of the mill owners. <br/><br/>Unlike many a book that has been written on social and economic injustice, this one is actually interesting. Gaskell doesn't strawman either side, and in fact explores each quite thoroughly, showing different individuals, factions, and viewpoints inside of each side. Through her heroine Margaret, she seeks to find common ground, an art form all but lost during that time period...<br/><br/>And sadly, it's all but lost today. Would that more people thought like Margaret. It's such a rare gem to find meaningful discourse, seeking to understand, searching for common ground, unifying instead of dividing. To do the work of a peacemaker is really hard work, and often thankless. Many people will say that if you're not for us you're against us. That's where we are in American politics today; the moderates are attacked by both sides, torn apart like a sheep among wolves. But nevertheless...I digress, but the point is, Gaskell is doing something really interesting in this work that is healing to my soul.<br/><br/>The heroine, Margaret, is one of my favorites. She's strong, imperfect with her impetuousness and a touch of (unintentional) haughtiness. But she's strong, a unifying force, someone with a higher perspective.<br/><br/>Her biggest flaw is probably her haughtiness—she thinks of herself as “Someone,” for she comes from minor nobility and there are all sorts of Victorian concepts of what all that entails. Because of that she can be seen as more a product of her environment and when contextualized, she’s ahead of the curve—her maid Dixon actually gets more offended for the family’s sake than her family does, which makes for a comedic twist.<br/><br/>The comparison with Jane Austen is inescapable, and in many ways this is similar; these are rich nobility during the same time period having some of the same dinner parties and concerns. But here we have a lot of the poor’s perspective too. And where Austen's novels are really only about romance with only a dash of other topics, Gaskell's novel is about romance but is also truly about at least two other things. One is the coming of age story which is quite strong here; I won’t say more than that for fear of spoiling things for you. The other is a searching for resolution to war between those with capital and those without. And this is far from the demonizing, revolutionary talk of the Communist Manifesto. The tone is more similar to Charles Dickens (fitting since he was a mentor of Gaskell’s). It’s more a perspective of really seeing the plight of the working poor with great pathos, really seeing it.<br/><br/>And Gaskell also seeks for us to really understand Thornton. Far from falling into the pit of ""all rich people are scumbags,"" she explores his psyche in insightful detail. She shows what many people overlook, which is that someone like Thornton came to be where he was precisely because of admirable traits: because of how capable, determined, hardworking, creative, and industrious he was, precisely because he could see and understand things that few do. It also shows his examples of charity and kindliness, much of which Margaret draws out, but which was quite latent before she entered his life.<br/><br/>She also doesn't deify the rich as I have seen some books do. In fact, Thornton and  especially his mother have become a bit monomaniacal, and it's love for Margaret that helps free John from his crusty shell and connect with his heart again.<br/><br/>I also loved reading this for the characterizations. Everyone seems to be basically a caricature...but a well-done caricature. I feel like they are epitomized representations of certain archetypes; distilled forms. They make me feel things. Mostly palm-to-forehead things. But things nonetheless, because they feel like Gaskell is making fun of things that need to be made fun of.<br/><br/>I like how Gaskell sets up a pretty huge hurdle for the love story to overcome. The Thorntons basically think Margaret is a complete snob. And that misunderstanding makes sense in context; it illuminates the suspicion that the new money has for being looked down upon by old money, which is another major theme. You see what you expect to see. Well done.<br/><br/>Quibbles? Well, as in all Victorian romances, it ends immediately with engagement. The two lovers haven’t spent any time really getting to know each other in depth. That’s always puzzled me about these books.<br/><br/>I also have other quibbles with the ending feeling a bit rushed, and it taking is a bit too long in the middle to get there. The pacing could have been a bit better.<br/><br/>Overall? I strongly liked this book. I liked it even more than the Jane Austen I have read so far…with that said I haven’t read the great P&P or Emma yet so that could change…but I really thoroughly enjoyed this book. I’m looking forward to reading more of Gaskell.",,,1,0
